frame_id,block_id,row,col,importance,motion,initial_mode,final_mode,rule_applied,downgraded_by_budget,final_latency_ms
36,r2c2,2,2,0.7,0.67,balanced,balanced,medium_block_use_balanced,False,141.0
37,r0c0,0,0,0.11,0.22,skip,skip,unimportant_block_skip,False,141.0
37,r0c1,0,1,0.51,0.47,balanced,balanced,medium_block_use_balanced,False,141.0
37,r0c2,0,2,0.27,0.26,fast,fast,low_block_use_fast,False,141.0
37,r1c0,1,0,0.27,0.39,fast,fast,low_block_use_fast,False,141.0
37,r1c1,1,1,0.78,0.51,balanced,balanced,medium_block_use_balanced,False,141.0
37,r1c2,1,2,0.39,0.45,fast,fast,low_block_use_fast,False,141.0
37,r2c0,2,0,0.59,0.66,balanced,balanced,medium_block_use_balanced,False,141.0
37,r2c1,2,1,0.88,0.66,accurate,accurate,important_block_use_accurate,False,141.0
37,r2c2,2,2,0.68,0.67,balanced,balanced,medium_block_use_balanced,False,141.0
38,r0c0,0,0,0.02,0.13,skip,skip,unimportant_block_skip,False,158.0
38,r0c1,0,1,0.42,0.51,fast,fast,low_block_use_fast,False,158.0
38,r0c2,0,2,0.52,0.7,accurate,accurate,motion_hotspot_use_accurate,False,158.0
38,r1c0,1,0,0.38,0.35,fast,fast,low_block_use_fast,False,158.0
38,r1c1,1,1,0.62,0.62,balanced,balanced,medium_block_use_balanced,False,158.0
38,r1c2,1,2,0.84,0.72,accurate,accurate,important_block_use_accurate,False,158.0
38,r2c0,2,0,0.23,0.18,fast,fast,low_block_use_fast,False,158.0
38,r2c1,2,1,0.28,0.34,fast,fast,low_block_use_fast,False,158.0
38,r2c2,2,2,0.68,0.46,balanced,balanced,medium_block_use_balanced,False,158.0
39,r0c0,0,0,0.36,0.38,fast,fast,low_block_use_fast,False,105.0
39,r0c1,0,1,0.7,0.61,balanced,balanced,medium_block_use_balanced,False,105.0
39,r0c2,0,2,0.91,0.54,accurate,accurate,important_block_use_accurate,False,105.0
39,r1c0,1,0,0.16,0.24,skip,skip,unimportant_block_skip,False,105.0
39,r1c1,1,1,0.42,0.49,fast,fast,low_block_use_fast,False,105.0
39,r1c2,1,2,0.63,0.51,balanced,balanced,medium_block_use_balanced,False,105.0
39,r2c0,2,0,0.01,0.02,skip,skip,unimportant_block_skip,False,105.0
39,r2c1,2,1,0.09,0.22,skip,skip,unimportant_block_skip,False,105.0
39,r2c2,2,2,0.35,0.5,fast,fast,low_block_use_fast,False,105.0
40,r0c0,0,0,0.55,0.29,balanced,balanced,medium_block_use_balanced,False,115.0
40,r0c1,0,1,0.6,0.56,balanced,balanced,medium_block_use_balanced,False,115.0
40,r0c2,0,2,0.82,0.8,accurate,accurate,important_block_use_accurate,False,115.0
40,r1c0,1,0,0.01,0.04,skip,skip,unimportant_block_skip,False,115.0
40,r1c1,1,1,0.41,0.38,fast,fast,low_block_use_fast,False,115.0
40,r1c2,1,2,0.64,0.53,balanced,balanced,medium_block_use_balanced,False,115.0
40,r2c0,2,0,0.1,0.07,skip,skip,unimportant_block_skip,False,115.0
40,r2c1,2,1,0.15,0.01,skip,skip,unimportant_block_skip,False,115.0
40,r2c2,2,2,0.3,0.18,fast,fast,low_block_use_fast,False,115.0
41,r0c0,0,0,0.36,0.2,fast,fast,low_block_use_fast,False,105.0
41,r0c1,0,1,0.71,0.66,balanced,balanced,medium_block_use_balanced,False,105.0
41,r0c2,0,2,0.89,0.58,accurate,accurate,important_block_use_accurate,False,105.0
41,r1c0,1,0,0.15,0.19,skip,skip,unimportant_block_skip,False,105.0
41,r1c1,1,1,0.48,0.31,fast,fast,low_block_use_fast,False,105.0
41,r1c2,1,2,0.73,0.51,balanced,balanced,medium_block_use_balanced,False,105.0
41,r2c0,2,0,0.1,0.24,skip,skip,unimportant_block_skip,False,105.0
41,r2c1,2,1,0.18,0.15,skip,skip,unimportant_block_skip,False,105.0
41,r2c2,2,2,0.44,0.49,fast,fast,low_block_use_fast,False,105.0
42,r0c0,0,0,0.32,0.48,fast,fast,low_block_use_fast,False,78.0
42,r0c1,0,1,0.17,0.22,skip,skip,unimportant_block_skip,False,78.0
42,r0c2,0,2,0.12,0.24,skip,skip,unimportant_block_skip,False,78.0
42,r1c0,1,0,0.51,0.47,balanced,balanced,medium_block_use_balanced,False,78.0
42,r1c1,1,1,0.4,0.27,fast,fast,low_block_use_fast,False,78.0
42,r1c2,1,2,0.05,0.33,skip,skip,unimportant_block_skip,False,78.0
42,r2c0,2,0,0.76,0.69,balanced,balanced,medium_block_use_balanced,False,78.0
42,r2c1,2,1,0.77,0.36,balanced,balanced,medium_block_use_balanced,False,78.0
42,r2c2,2,2,0.26,0.33,fast,fast,low_block_use_fast,False,78.0
43,r0c0,0,0,0.07,0.31,skip,skip,unimportant_block_skip,False,141.0
43,r0c1,0,1,0.33,0.43,fast,fast,low_block_use_fast,False,141.0
43,r0c2,0,2,0.25,0.0,fast,fast,low_block_use_fast,False,141.0
43,r1c0,1,0,0.55,0.23,balanced,balanced,medium_block_use_balanced,False,141.0
43,r1c1,1,1,0.73,0.38,balanced,balanced,medium_block_use_balanced,False,141.0
43,r1c2,1,2,0.41,0.28,fast,fast,low_block_use_fast,False,141.0
43,r2c0,2,0,0.62,0.47,balanced,balanced,medium_block_use_balanced,False,141.0
43,r2c1,2,1,0.83,0.53,accurate,accurate,important_block_use_accurate,False,141.0
43,r2c2,2,2,0.57,0.66,balanced,balanced,medium_block_use_balanced,False,141.0
44,r0c0,0,0,0.6,0.62,balanced,balanced,medium_block_use_balanced,False,114.0
44,r0c1,0,1,0.78,0.67,balanced,balanced,medium_block_use_balanced,False,114.0
44,r0c2,0,2,0.77,0.44,balanced,balanced,medium_block_use_balanced,False,114.0
44,r1c0,1,0,0.53,0.42,balanced,balanced,medium_block_use_balanced,False,114.0
44,r1c1,1,1,0.66,0.58,balanced,balanced,medium_block_use_balanced,False,114.0
44,r1c2,1,2,0.35,0.42,fast,fast,low_block_use_fast,False,114.0
44,r2c0,2,0,0.04,0.05,skip,skip,unimportant_block_skip,False,114.0
44,r2c1,2,1,0.37,0.41,fast,fast,low_block_use_fast,False,114.0
44,r2c2,2,2,0.25,0.16,fast,fast,low_block_use_fast,False,114.0
45,r0c0,0,0,0.45,0.2,fast,fast,low_block_use_fast,False,159.0
45,r0c1,0,1,0.6,0.67,balanced,balanced,medium_block_use_balanced,False,159.0
45,r0c2,0,2,0.31,0.51,fast,fast,low_block_use_fast,False,159.0
45,r1c0,1,0,0.68,0.45,balanced,balanced,medium_block_use_balanced,False,159.0
45,r1c1,1,1,0.9,0.77,accurate,accurate,important_block_use_accurate,False,159.0
45,r1c2,1,2,0.67,0.49,balanced,balanced,medium_block_use_balanced,False,159.0
45,r2c0,2,0,0.5,0.44,balanced,balanced,medium_block_use_balanced,False,159.0
45,r2c1,2,1,0.71,0.6,balanced,balanced,medium_block_use_balanced,False,159.0
45,r2c2,2,2,0.28,0.23,fast,fast,low_block_use_fast,False,159.0
46,r0c0,0,0,0.35,0.42,fast,fast,low_block_use_fast,False,149.0
46,r0c1,0,1,0.55,0.47,balanced,balanced,medium_block_use_balanced,False,149.0
46,r0c2,0,2,0.26,0.33,fast,fast,low_block_use_fast,False,149.0
46,r1c0,1,0,0.65,0.37,balanced,balanced,medium_block_use_balanced,False,149.0
46,r1c1,1,1,0.75,0.83,accurate,accurate,motion_hotspot_use_accurate,False,149.0
46,r1c2,1,2,0.74,0.36,balanced,balanced,medium_block_use_balanced,False,149.0
46,r2c0,2,0,0.38,0.42,fast,fast,low_block_use_fast,False,149.0
46,r2c1,2,1,0.6,0.4,balanced,balanced,medium_block_use_balanced,False,149.0
46,r2c2,2,2,0.32,0.51,fast,fast,low_block_use_fast,False,149.0
47,r0c0,0,0,0.03,0.33,skip,skip,unimportant_block_skip,False,114.0
47,r0c1,0,1,0.37,0.44,fast,fast,low_block_use_fast,False,114.0
47,r0c2,0,2,0.25,0.33,fast,fast,low_block_use_fast,False,114.0
47,r1c0,1,0,0.36,0.46,fast,fast,low_block_use_fast,False,114.0
47,r1c1,1,1,0.62,0.52,balanced,balanced,medium_block_use_balanced,False,114.0
47,r1c2,1,2,0.54,0.2,balanced,balanced,medium_block_use_balanced,False,114.0
47,r2c0,2,0,0.65,0.67,balanced,balanced,medium_block_use_balanced,False,114.0
47,r2c1,2,1,0.79,0.68,balanced,balanced,medium_block_use_balanced,False,114.0
47,r2c2,2,2,0.63,0.65,balanced,balanced,medium_block_use_balanced,False,114.0
48,r0c0,0,0,0.9,0.68,accurate,accurate,important_block_use_accurate,False,113.0
48,r0c1,0,1,0.64,0.58,balanced,balanced,medium_block_use_balanced,False,113.0
48,r0c2,0,2,0.29,0.48,fast,fast,low_block_use_fast,False,113.0
48,r1c0,1,0,0.75,0.54,balanced,balanced,medium_block_use_balanced,False,113.0
48,r1c1,1,1,0.43,0.32,fast,fast,low_block_use_fast,False,113.0
48,r1c2,1,2,0.12,0.32,skip,skip,unimportant_block_skip,False,113.0
48,r2c0,2,0,0.34,0.44,fast,fast,low_block_use_fast,False,113.0
48,r2c1,2,1,0.09,0.23,skip,skip,unimportant_block_skip,False,113.0
48,r2c2,2,2,0.26,0.17,fast,fast,low_block_use_fast,False,113.0
49,r0c0,0,0,0.99,0.61,accurate,accurate,important_block_use_accurate,False,141.0
49,r0c1,0,1,0.54,0.5,balanced,balanced,medium_block_use_balanced,False,141.0
49,r0c2,0,2,0.55,0.25,balanced,balanced,medium_block_use_balanced,False,141.0
49,r1c0,1,0,0.53,0.53,balanced,balanced,medium_block_use_balanced,False,141.0
49,r1c1,1,1,0.55,0.45,balanced,balanced,medium_block_use_balanced,False,141.0
49,r1c2,1,2,0.03,0.02,skip,skip,unimportant_block_skip,False,141.0
49,r2c0,2,0,0.38,0.32,fast,fast,low_block_use_fast,False,141.0
49,r2c1,2,1,0.28,0.35,fast,fast,low_block_use_fast,False,141.0
49,r2c2,2,2,0.24,0.02,fast,fast,low_block_use_fast,False,141.0
50,r0c0,0,0,0.01,0.25,skip,skip,unimportant_block_skip,False,115.0
50,r0c1,0,1,0.06,0.32,skip,skip,unimportant_block_skip,False,115.0
50,r0c2,0,2,0.52,0.32,balanced,balanced,medium_block_use_balanced,False,115.0
50,r1c0,1,0,0.05,0.15,skip,skip,unimportant_block_skip,False,115.0
50,r1c1,1,1,0.4,0.32,fast,fast,low_block_use_fast,False,115.0
50,r1c2,1,2,0.69,0.45,balanced,balanced,medium_block_use_balanced,False,115.0
50,r2c0,2,0,0.4,0.18,fast,fast,low_block_use_fast,False,115.0
50,r2c1,2,1,0.79,0.49,balanced,balanced,medium_block_use_balanced,False,115.0
50,r2c2,2,2,0.9,0.8,accurate,accurate,important_block_use_accurate,False,115.0
51,r0c0,0,0,0.62,0.6,balanced,balanced,medium_block_use_balanced,False,123.0
51,r0c1,0,1,0.91,0.6,accurate,accurate,important_block_use_accurate,False,123.0
51,r0c2,0,2,0.65,0.67,balanced,balanced,medium_block_use_balanced,False,123.0
51,r1c0,1,0,0.3,0.42,fast,fast,low_block_use_fast,False,123.0
51,r1c1,1,1,0.72,0.52,balanced,balanced,medium_block_use_balanced,False,123.0
51,r1c2,1,2,0.45,0.49,fast,fast,low_block_use_fast,False,123.0
51,r2c0,2,0,0.02,0.04,skip,skip,unimportant_block_skip,False,123.0
51,r2c1,2,1,0.34,0.37,fast,fast,low_block_use_fast,False,123.0
51,r2c2,2,2,0.03,0.27,skip,skip,unimportant_block_skip,False,123.0
52,r0c0,0,0,0.93,0.81,accurate,accurate,important_block_use_accurate,False,131.0
52,r0c1,0,1,0.59,0.49,balanced,balanced,medium_block_use_balanced,False,131.0
52,r0c2,0,2,0.4,0.21,fast,fast,low_block_use_fast,False,131.0
52,r1c0,1,0,0.72,0.43,balanced,balanced,medium_block_use_balanced,False,131.0
52,r1c1,1,1,0.34,0.48,fast,fast,low_block_use_fast,False,131.0
52,r1c2,1,2,0.28,0.24,fast,fast,low_block_use_fast,False,131.0
52,r2c0,2,0,0.51,0.44,balanced,balanced,medium_block_use_balanced,False,131.0
52,r2c1,2,1,0.23,0.17,fast,fast,low_block_use_fast,False,131.0
52,r2c2,2,2,0.04,0.26,skip,skip,unimportant_block_skip,False,131.0
53,r0c0,0,0,0.77,0.56,balanced,balanced,medium_block_use_balanced,False,139.0
53,r0c1,0,1,0.33,0.34,fast,fast,low_block_use_fast,False,139.0
53,r0c2,0,2,0.22,0.08,fast,fast,low_block_use_fast,False,139.0
53,r1c0,1,0,0.76,0.8,accurate,accurate,motion_hotspot_use_accurate,False,139.0
53,r1c1,1,1,0.73,0.54,balanced,balanced,medium_block_use_balanced,False,139.0
53,r1c2,1,2,0.42,0.29,fast,fast,low_block_use_fast,False,139.0
53,r2c0,2,0,0.73,0.44,balanced,balanced,medium_block_use_balanced,False,139.0
53,r2c1,2,1,0.27,0.28,fast,fast,low_block_use_fast,False,139.0
53,r2c2,2,2,0.26,0.15,fast,fast,low_block_use_fast,False,139.0
54,r0c0,0,0,0.09,0.15,skip,skip,unimportant_block_skip,False,131.0
54,r0c1,0,1,0.43,0.24,fast,fast,low_block_use_fast,False,131.0
54,r0c2,0,2,0.21,0.25,fast,fast,low_block_use_fast,False,131.0
54,r1c0,1,0,0.27,0.42,fast,fast,low_block_use_fast,False,131.0
54,r1c1,1,1,0.73,0.44,balanced,balanced,medium_block_use_balanced,False,131.0
54,r1c2,1,2,0.4,0.45,fast,fast,low_block_use_fast,False,131.0
54,r2c0,2,0,0.77,0.48,balanced,balanced,medium_block_use_balanced,False,131.0
54,r2c1,2,1,0.82,0.68,accurate,accurate,important_block_use_accurate,False,131.0
54,r2c2,2,2,0.65,0.39,balanced,balanced,medium_block_use_balanced,False,131.0
55,r0c0,0,0,0.26,0.4,fast,fast,low_block_use_fast,False,123.0
55,r0c1,0,1,0.26,0.2,fast,fast,low_block_use_fast,False,123.0
55,r0c2,0,2,0.09,0.17,skip,skip,unimportant_block_skip,False,123.0
55,r1c0,1,0,0.56,0.36,balanced,balanced,medium_block_use_balanced,False,123.0
55,r1c1,1,1,0.52,0.49,balanced,balanced,medium_block_use_balanced,False,123.0
55,r1c2,1,2,0.17,0.07,skip,skip,unimportant_block_skip,False,123.0
55,r2c0,2,0,0.82,0.68,accurate,accurate,important_block_use_accurate,False,123.0
55,r2c1,2,1,0.62,0.42,balanced,balanced,medium_block_use_balanced,False,123.0
55,r2c2,2,2,0.27,0.46,fast,fast,low_block_use_fast,False,123.0
56,r0c0,0,0,0.16,0.34,skip,skip,unimportant_block_skip,False,141.0
56,r0c1,0,1,0.31,0.36,fast,fast,low_block_use_fast,False,141.0
56,r0c2,0,2,0.28,0.02,fast,fast,low_block_use_fast,False,141.0
56,r1c0,1,0,0.54,0.3,balanced,balanced,medium_block_use_balanced,False,141.0
56,r1c1,1,1,0.75,0.53,balanced,balanced,medium_block_use_balanced,False,141.0
56,r1c2,1,2,0.34,0.41,fast,fast,low_block_use_fast,False,141.0
56,r2c0,2,0,0.7,0.64,balanced,balanced,medium_block_use_balanced,False,141.0
56,r2c1,2,1,1.0,0.8,accurate,accurate,important_block_use_accurate,False,141.0
56,r2c2,2,2,0.66,0.52,balanced,balanced,medium_block_use_balanced,False,141.0
57,r0c0,0,0,0.61,0.54,balanced,balanced,medium_block_use_balanced,False,131.0
57,r0c1,0,1,0.46,0.48,fast,fast,low_block_use_fast,False,131.0
57,r0c2,0,2,0.24,0.21,fast,fast,low_block_use_fast,False,131.0
57,r1c0,1,0,0.84,0.54,accurate,accurate,important_block_use_accurate,False,131.0
57,r1c1,1,1,0.57,0.44,balanced,balanced,medium_block_use_balanced,False,131.0
57,r1c2,1,2,0.3,0.31,fast,fast,low_block_use_fast,False,131.0
57,r2c0,2,0,0.74,0.5,balanced,balanced,medium_block_use_balanced,False,131.0
57,r2c1,2,1,0.39,0.3,fast,fast,low_block_use_fast,False,131.0
57,r2c2,2,2,0.07,0.05,skip,skip,unimportant_block_skip,False,131.0
58,r0c0,0,0,0.06,0.08,skip,skip,unimportant_block_skip,False,123.0
58,r0c1,0,1,0.47,0.37,fast,fast,low_block_use_fast,False,123.0
58,r0c2,0,2,0.19,0.02,skip,skip,unimportant_block_skip,False,123.0
58,r1c0,1,0,0.45,0.37,fast,fast,low_block_use_fast,False,123.0
58,r1c1,1,1,0.58,0.62,balanced,balanced,medium_block_use_balanced,False,123.0
58,r1c2,1,2,0.44,0.51,fast,fast,low_block_use_fast,False,123.0
58,r2c0,2,0,0.54,0.54,balanced,balanced,medium_block_use_balanced,False,123.0
58,r2c1,2,1,1.0,0.85,accurate,accurate,important_block_use_accurate,False,123.0
58,r2c2,2,2,0.77,0.63,balanced,balanced,medium_block_use_balanced,False,123.0
59,r0c0,0,0,0.01,0.33,skip,skip,unimportant_block_skip,False,133.0
59,r0c1,0,1,0.39,0.52,fast,fast,low_block_use_fast,False,133.0
59,r0c2,0,2,0.02,0.07,skip,skip,unimportant_block_skip,False,133.0
59,r1c0,1,0,0.31,0.2,fast,fast,low_block_use_fast,False,133.0
59,r1c1,1,1,0.78,0.68,balanced,balanced,medium_block_use_balanced,False,133.0
59,r1c2,1,2,0.52,0.24,balanced,balanced,medium_block_use_balanced,False,133.0
59,r2c0,2,0,0.72,0.36,balanced,balanced,medium_block_use_balanced,False,133.0
59,r2c1,2,1,0.86,0.82,accurate,accurate,important_block_use_accurate,False,133.0
59,r2c2,2,2,0.77,0.37,balanced,balanced,medium_block_use_balanced,False,133.0
60,r0c0,0,0,0.09,0.09,skip,skip,unimportant_block_skip,False,106.0
60,r0c1,0,1,0.4,0.46,fast,fast,low_block_use_fast,False,106.0
60,r0c2,0,2,0.17,0.27,skip,skip,unimportant_block_skip,False,106.0
60,r1c0,1,0,0.54,0.45,balanced,balanced,medium_block_use_balanced,False,106.0
60,r1c1,1,1,0.73,0.5,balanced,balanced,medium_block_use_balanced,False,106.0
60,r1c2,1,2,0.36,0.39,fast,fast,low_block_use_fast,False,106.0
60,r2c0,2,0,0.55,0.36,balanced,balanced,medium_block_use_balanced,False,106.0
60,r2c1,2,1,0.75,0.56,balanced,balanced,medium_block_use_balanced,False,106.0
60,r2c2,2,2,0.5,0.37,balanced,balanced,medium_block_use_balanced,False,106.0
61,r0c0,0,0,0.81,0.58,accurate,accurate,important_block_use_accurate,False,132.0
61,r0c1,0,1,0.8,0.6,accurate,accurate,important_block_use_accurate,False,132.0
61,r0c2,0,2,0.37,0.19,fast,fast,low_block_use_fast,False,132.0
61,r1c0,1,0,0.78,0.39,balanced,balanced,medium_block_use_balanced,False,132.0
61,r1c1,1,1,0.28,0.38,fast,fast,low_block_use_fast,False,132.0
61,r1c2,1,2,0.03,0.02,skip,skip,unimportant_block_skip,False,132.0
61,r2c0,2,0,0.37,0.25,fast,fast,low_block_use_fast,False,132.0
61,r2c1,2,1,0.03,0.21,skip,skip,unimportant_block_skip,False,132.0
61,r2c2,2,2,0.12,0.25,skip,skip,unimportant_block_skip,False,132.0
62,r0c0,0,0,0.79,0.71,accurate,accurate,motion_hotspot_use_accurate,False,125.0
62,r0c1,0,1,0.62,0.48,balanced,balanced,medium_block_use_balanced,False,125.0
62,r0c2,0,2,0.52,0.38,balanced,balanced,medium_block_use_balanced,False,125.0
62,r1c0,1,0,0.74,0.4,balanced,balanced,medium_block_use_balanced,False,125.0
62,r1c1,1,1,0.52,0.34,balanced,balanced,medium_block_use_balanced,False,125.0
62,r1c2,1,2,0.18,0.08,skip,skip,unimportant_block_skip,False,125.0
62,r2c0,2,0,0.38,0.43,fast,fast,low_block_use_fast,False,125.0
62,r2c1,2,1,0.1,0.26,skip,skip,unimportant_block_skip,False,125.0
62,r2c2,2,2,0.19,0.31,skip,skip,unimportant_block_skip,False,125.0
63,r0c0,0,0,0.56,0.55,balanced,balanced,medium_block_use_balanced,False,131.0
63,r0c1,0,1,0.79,0.77,accurate,accurate,motion_hotspot_use_accurate,False,131.0
63,r0c2,0,2,0.7,0.44,balanced,balanced,medium_block_use_balanced,False,131.0
63,r1c0,1,0,0.45,0.39,fast,fast,low_block_use_fast,False,131.0
63,r1c1,1,1,0.78,0.51,balanced,balanced,medium_block_use_balanced,False,131.0
63,r1c2,1,2,0.35,0.31,fast,fast,low_block_use_fast,False,131.0
63,r2c0,2,0,0.15,0.22,skip,skip,unimportant_block_skip,False,131.0
63,r2c1,2,1,0.27,0.43,fast,fast,low_block_use_fast,False,131.0
63,r2c2,2,2,0.28,0.01,fast,fast,low_block_use_fast,False,131.0
64,r0c0,0,0,0.49,0.27,fast,fast,low_block_use_fast,False,129.0
64,r0c1,0,1,0.63,0.66,balanced,balanced,medium_block_use_balanced,False,129.0
64,r0c2,0,2,0.91,0.57,accurate,accurate,important_block_use_accurate,False,129.0
64,r1c0,1,0,0.26,0.02,fast,fast,low_block_use_fast,False,129.0
64,r1c1,1,1,0.38,0.52,fast,fast,low_block_use_fast,False,129.0
64,r1c2,1,2,0.59,0.44,balanced,balanced,medium_block_use_balanced,False,129.0
64,r2c0,2,0,0.24,0.04,fast,fast,low_block_use_fast,False,129.0
64,r2c1,2,1,0.21,0.29,fast,fast,low_block_use_fast,False,129.0
64,r2c2,2,2,0.42,0.43,fast,fast,low_block_use_fast,False,129.0
65,r0c0,0,0,0.84,0.55,accurate,accurate,important_block_use_accurate,False,115.0
65,r0c1,0,1,0.57,0.52,balanced,balanced,medium_block_use_balanced,False,115.0
65,r0c2,0,2,0.49,0.18,fast,fast,low_block_use_fast,False,115.0
65,r1c0,1,0,0.76,0.37,balanced,balanced,medium_block_use_balanced,False,115.0
65,r1c1,1,1,0.55,0.44,balanced,balanced,medium_block_use_balanced,False,115.0
65,r1c2,1,2,0.07,0.32,skip,skip,unimportant_block_skip,False,115.0
65,r2c0,2,0,0.38,0.18,fast,fast,low_block_use_fast,False,115.0
65,r2c1,2,1,0.13,0.2,skip,skip,unimportant_block_skip,False,115.0
65,r2c2,2,2,0.15,0.21,skip,skip,unimportant_block_skip,False,115.0
66,r0c0,0,0,0.47,0.38,fast,fast,low_block_use_fast,False,159.0
66,r0c1,0,1,0.73,0.65,balanced,balanced,medium_block_use_balanced,False,159.0
66,r0c2,0,2,0.54,0.49,balanced,balanced,medium_block_use_balanced,False,159.0
66,r1c0,1,0,0.72,0.63,balanced,balanced,medium_block_use_balanced,False,159.0
66,r1c1,1,1,0.82,0.59,accurate,accurate,important_block_use_accurate,False,159.0
66,r1c2,1,2,0.52,0.4,balanced,balanced,medium_block_use_balanced,False,159.0
66,r2c0,2,0,0.34,0.52,fast,fast,low_block_use_fast,False,159.0
66,r2c1,2,1,0.67,0.53,balanced,balanced,medium_block_use_balanced,False,159.0
66,r2c2,2,2,0.38,0.18,fast,fast,low_block_use_fast,False,159.0
67,r0c0,0,0,0.52,0.67,balanced,balanced,medium_block_use_balanced,False,131.0
67,r0c1,0,1,0.29,0.44,fast,fast,low_block_use_fast,False,131.0
67,r0c2,0,2,0.19,0.29,skip,skip,unimportant_block_skip,False,131.0
67,r1c0,1,0,0.89,0.55,accurate,accurate,important_block_use_accurate,False,131.0
67,r1c1,1,1,0.62,0.58,balanced,balanced,medium_block_use_balanced,False,131.0
67,r1c2,1,2,0.31,0.2,fast,fast,low_block_use_fast,False,131.0
67,r2c0,2,0,0.59,0.35,balanced,balanced,medium_block_use_balanced,False,131.0
67,r2c1,2,1,0.26,0.44,fast,fast,low_block_use_fast,False,131.0
67,r2c2,2,2,0.26,0.15,fast,fast,low_block_use_fast,False,131.0
68,r0c0,0,0,0.53,0.46,balanced,balanced,medium_block_use_balanced,False,131.0
68,r0c1,0,1,0.24,0.2,fast,fast,low_block_use_fast,False,131.0
68,r0c2,0,2,0.2,0.34,fast,fast,low_block_use_fast,False,131.0
68,r1c0,1,0,0.75,0.38,balanced,balanced,medium_block_use_balanced,False,131.0
68,r1c1,1,1,0.44,0.26,fast,fast,low_block_use_fast,False,131.0
68,r1c2,1,2,0.03,0.23,skip,skip,unimportant_block_skip,False,131.0
68,r2c0,2,0,0.91,0.79,accurate,accurate,important_block_use_accurate,False,131.0
68,r2c1,2,1,0.61,0.68,balanced,balanced,medium_block_use_balanced,False,131.0
68,r2c2,2,2,0.37,0.52,fast,fast,low_block_use_fast,False,131.0
69,r0c0,0,0,0.15,0.28,skip,skip,unimportant_block_skip,False,123.0
69,r0c1,0,1,0.14,0.24,skip,skip,unimportant_block_skip,False,123.0
69,r0c2,0,2,0.36,0.26,fast,fast,low_block_use_fast,False,123.0
69,r1c0,1,0,0.28,0.04,fast,fast,low_block_use_fast,False,123.0
69,r1c1,1,1,0.5,0.36,balanced,balanced,medium_block_use_balanced,False,123.0
69,r1c2,1,2,0.68,0.62,balanced,balanced,medium_block_use_balanced,False,123.0
69,r2c0,2,0,0.45,0.5,fast,fast,low_block_use_fast,False,123.0
69,r2c1,2,1,0.69,0.62,balanced,balanced,medium_block_use_balanced,False,123.0
69,r2c2,2,2,0.83,0.78,accurate,accurate,important_block_use_accurate,False,123.0
70,r0c0,0,0,0.3,0.44,fast,fast,low_block_use_fast,False,140.0
70,r0c1,0,1,0.75,0.63,balanced,balanced,medium_block_use_balanced,False,140.0
70,r0c2,0,2,0.87,0.81,accurate,accurate,important_block_use_accurate,False,140.0
70,r1c0,1,0,0.12,0.05,skip,skip,unimportant_block_skip,False,140.0
70,r1c1,1,1,0.31,0.18,fast,fast,low_block_use_fast,False,140.0
70,r1c2,1,2,0.68,0.7,accurate,accurate,motion_hotspot_use_accurate,False,140.0
70,r2c0,2,0,0.15,0.32,skip,skip,unimportant_block_skip,False,140.0
70,r2c1,2,1,0.21,0.12,fast,fast,low_block_use_fast,False,140.0
70,r2c2,2,2,0.42,0.38,fast,fast,low_block_use_fast,False,140.0
71,r0c0,0,0,0.62,0.45,balanced,balanced,medium_block_use_balanced,False,141.0
71,r0c1,0,1,0.43,0.32,fast,fast,low_block_use_fast,False,141.0
71,r0c2,0,2,0.24,0.18,fast,fast,low_block_use_fast,False,141.0
71,r1c0,1,0,1.0,0.65,accurate,accurate,important_block_use_accurate,False,141.0
71,r1c1,1,1,0.64,0.59,balanced,balanced,medium_block_use_balanced,False,141.0
71,r1c2,1,2,0.43,0.49,fast,fast,low_block_use_fast,False,141.0
71,r2c0,2,0,0.66,0.35,balanced,balanced,medium_block_use_balanced,False,141.0
71,r2c1,2,1,0.55,0.42,balanced,balanced,medium_block_use_balanced,False,141.0
71,r2c2,2,2,0.07,0.18,skip,skip,unimportant_block_skip,False,141.0
72,r0c0,0,0,0.89,0.8,accurate,accurate,important_block_use_accurate,False,121.0
72,r0c1,0,1,0.65,0.61,balanced,balanced,medium_block_use_balanced,False,121.0
72,r0c2,0,2,0.28,0.42,fast,fast,low_block_use_fast,False,121.0
72,r1c0,1,0,0.76,0.69,balanced,balanced,medium_block_use_balanced,False,121.0
72,r1c1,1,1,0.38,0.39,fast,fast,low_block_use_fast,False,121.0
72,r1c2,1,2,0.16,0.18,skip,skip,unimportant_block_skip,False,121.0
72,r2c0,2,0,0.32,0.35,fast,fast,low_block_use_fast,False,121.0
72,r2c1,2,1,0.3,0.02,fast,fast,low_block_use_fast,False,121.0
72,r2c2,2,2,0.26,0.34,fast,fast,low_block_use_fast,False,121.0
73,r0c0,0,0,0.14,0.1,skip,skip,unimportant_block_skip,False,123.0
73,r0c1,0,1,0.34,0.46,fast,fast,low_block_use_fast,False,123.0
73,r0c2,0,2,0.11,0.22,skip,skip,unimportant_block_skip,False,123.0
73,r1c0,1,0,0.45,0.45,fast,fast,low_block_use_fast,False,123.0
73,r1c1,1,1,0.69,0.45,balanced,balanced,medium_block_use_balanced,False,123.0
73,r1c2,1,2,0.49,0.37,fast,fast,low_block_use_fast,False,123.0
73,r2c0,2,0,0.62,0.56,balanced,balanced,medium_block_use_balanced,False,123.0
