frames,source,device,full_frame_avg_latency_ms,spatial_dsl_avg_latency_ms,latency_speedup_percent,full_frame_avg_detections,spatial_dsl_avg_detections,spatial_avg_selected_blocks,spatial_reference_coverage,spatial_detection_recovery,full_frame_mean_confidence,spatial_mean_confidence
20,bus.jpg,NVIDIA GeForce RTX 3090,13.93,25.85,-85.54,5.00,3.00,2.00,0.0000,0.2000,0.8369,0.3782
