source,frames,device,grid,reference_imgsz,tile_imgsz,full_frame_avg_latency_ms,uniform_tiled_avg_latency_ms,spatial_dsl_tiled_avg_latency_ms,spatial_vs_uniform_tiled_speedup_percent,spatial_vs_full_frame_speedup_percent,full_frame_avg_detections,uniform_tiled_avg_detections,spatial_dsl_avg_detections,full_frame_mean_confidence,uniform_tiled_mean_confidence,spatial_dsl_mean_confidence,uniform_tiled_detection_recovery,spatial_dsl_detection_recovery,spatial_reference_coverage,spatial_avg_selected_blocks
videos/dashcam_footage.mp4,50,NVIDIA GeForce RTX 3090,3x3,640,320,20.01,51.48,48.60,5.59,-142.89,3.50,8.72,6.62,0.4852,0.4839,0.5217,0.8770,0.7741,0.8548,3.26
