frames,source,device,full_frame_avg_latency_ms,spatial_dsl_avg_latency_ms,latency_speedup_percent,full_frame_avg_detections,spatial_dsl_avg_detections,spatial_avg_selected_blocks,spatial_reference_coverage,spatial_detection_recovery,full_frame_mean_confidence,spatial_mean_confidence
50,videos/dashcam_footage.mp4,NVIDIA GeForce RTX 3090,19.50,54.11,-177.42,3.50,6.12,2.82,0.8508,0.7658,0.4852,0.5325
