source,frames,device,grid,reference_imgsz,tile_imgsz,full_frame_avg_latency_ms,uniform_tiled_avg_latency_ms,spatial_dsl_tiled_avg_latency_ms,spatial_vs_uniform_tiled_speedup_percent,spatial_vs_full_frame_speedup_percent,full_frame_avg_detections,uniform_tiled_avg_detections,spatial_dsl_avg_detections,full_frame_mean_confidence,uniform_tiled_mean_confidence,spatial_dsl_mean_confidence,uniform_tiled_detection_recovery,spatial_dsl_detection_recovery,spatial_reference_coverage,spatial_avg_selected_blocks
videos/sample.mp4,50,NVIDIA GeForce RTX 3090,3x3,640,320,20.30,58.98,59.74,-1.29,-194.30,6.80,8.90,7.58,0.4390,0.5562,0.5738,0.7357,0.6320,0.8592,3.72
