frame_id,block_id,row,col,importance,motion,edge,selected_mode,rule_applied,x1,y1,x2,y2,feedback_score
13,r0c0,0,0,0.0198,0.0,0.0283,skip,default_skip,0,0,1280,720,0.0
13,r0c1,0,1,0.4022,0.314,0.4399,skip,default_skip,1280,0,2560,720,0.0
13,r0c2,0,2,0.5422,0.7848,0.4383,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
13,r1c0,1,0,0.8915,1.0,0.8451,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
13,r1c1,1,1,0.9504,0.8347,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
13,r1c2,1,2,0.8167,0.8933,0.7839,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
13,r2c0,2,0,0.0373,0.1243,0.0,skip,default_skip,0,1440,1280,2160,0.0
13,r2c1,2,1,0.2141,0.2654,0.1922,skip,default_skip,1280,1440,2560,2160,0.0
13,r2c2,2,2,0.1552,0.4252,0.0394,skip,default_skip,2560,1440,3840,2160,0.0
14,r0c0,0,0,0.0149,0.0,0.0212,skip,default_skip,0,0,1280,720,0.0
14,r0c1,0,1,0.391,0.2996,0.4301,skip,default_skip,1280,0,2560,720,0.0
14,r0c2,0,2,0.5232,0.7513,0.4254,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
14,r1c0,1,0,0.8912,1.0,0.8446,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
14,r1c1,1,1,0.9481,0.8269,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
14,r1c2,1,2,0.798,0.8789,0.7634,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
14,r2c0,2,0,0.0423,0.1411,0.0,skip,default_skip,0,1440,1280,2160,0.0
14,r2c1,2,1,0.2156,0.2702,0.1921,skip,default_skip,1280,1440,2560,2160,0.0
14,r2c2,2,2,0.1548,0.436,0.0343,skip,default_skip,2560,1440,3840,2160,0.0
15,r0c0,0,0,0.0241,0.0,0.0345,skip,default_skip,0,0,1280,720,0.0
15,r0c1,0,1,0.4021,0.3111,0.4411,skip,default_skip,1280,0,2560,720,0.0
15,r0c2,0,2,0.5318,0.7725,0.4286,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
15,r1c0,1,0,0.8904,1.0,0.8434,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
15,r1c1,1,1,0.9484,0.8279,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
15,r1c2,1,2,0.8096,0.8918,0.7744,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
15,r2c0,2,0,0.0413,0.1376,0.0,skip,default_skip,0,1440,1280,2160,0.0
15,r2c1,2,1,0.2224,0.2793,0.1981,skip,default_skip,1280,1440,2560,2160,0.0
15,r2c2,2,2,0.1561,0.436,0.0361,skip,default_skip,2560,1440,3840,2160,0.0
16,r0c0,0,0,0.0213,0.0,0.0305,skip,default_skip,0,0,1280,720,0.0
16,r0c1,0,1,0.4087,0.3202,0.4466,skip,default_skip,1280,0,2560,720,0.0
16,r0c2,0,2,0.5425,0.8122,0.4269,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
16,r1c0,1,0,0.8962,1.0,0.8516,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
16,r1c1,1,1,0.9483,0.8278,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
16,r1c2,1,2,0.8121,0.8839,0.7813,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
16,r2c0,2,0,0.03,0.0999,0.0,skip,default_skip,0,1440,1280,2160,0.0
16,r2c1,2,1,0.22,0.2515,0.2066,skip,default_skip,1280,1440,2560,2160,0.0
16,r2c2,2,2,0.154,0.4213,0.0395,skip,default_skip,2560,1440,3840,2160,0.0
17,r0c0,0,0,0.0221,0.0,0.0316,skip,default_skip,0,0,1280,720,0.0
17,r0c1,0,1,0.4095,0.314,0.4504,skip,default_skip,1280,0,2560,720,0.0
17,r0c2,0,2,0.5301,0.7507,0.4356,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
17,r1c0,1,0,0.8926,1.0,0.8465,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
17,r1c1,1,1,0.9505,0.8349,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
17,r1c2,1,2,0.8112,0.8993,0.7735,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
17,r2c0,2,0,0.0389,0.1297,0.0,skip,default_skip,0,1440,1280,2160,0.0
17,r2c1,2,1,0.2288,0.2831,0.2055,skip,default_skip,1280,1440,2560,2160,0.0
17,r2c2,2,2,0.1614,0.4461,0.0394,skip,default_skip,2560,1440,3840,2160,0.0
18,r0c0,0,0,0.0229,0.0,0.0327,skip,default_skip,0,0,1280,720,0.0
18,r0c1,0,1,0.4151,0.3221,0.455,skip,default_skip,1280,0,2560,720,0.0
18,r0c2,0,2,0.535,0.7824,0.429,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
18,r1c0,1,0,0.8927,1.0,0.8467,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
18,r1c1,1,1,0.9505,0.835,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
18,r1c2,1,2,0.8121,0.9038,0.7728,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
18,r2c0,2,0,0.0402,0.1341,0.0,skip,default_skip,0,1440,1280,2160,0.0
18,r2c1,2,1,0.2306,0.2765,0.2109,skip,default_skip,1280,1440,2560,2160,0.0
18,r2c2,2,2,0.1644,0.4523,0.0411,skip,default_skip,2560,1440,3840,2160,0.0
19,r0c0,0,0,0.0239,0.0,0.0342,skip,default_skip,0,0,1280,720,0.0
19,r0c1,0,1,0.4144,0.3199,0.4549,skip,default_skip,1280,0,2560,720,0.0
19,r0c2,0,2,0.538,0.7725,0.4375,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
19,r1c0,1,0,0.8965,1.0,0.8522,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
19,r1c1,1,1,0.9468,0.8225,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
19,r1c2,1,2,0.8269,0.9041,0.7938,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
19,r2c0,2,0,0.0305,0.1018,0.0,skip,default_skip,0,1440,1280,2160,0.0
19,r2c1,2,1,0.2268,0.2532,0.2155,skip,default_skip,1280,1440,2560,2160,0.0
19,r2c2,2,2,0.1589,0.4394,0.0387,skip,default_skip,2560,1440,3840,2160,0.0
20,r0c0,0,0,0.0211,0.0,0.0302,skip,default_skip,0,0,1280,720,0.0
20,r0c1,0,1,0.4186,0.3404,0.4521,skip,default_skip,1280,0,2560,720,0.0
20,r0c2,0,2,0.5362,0.79,0.4274,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
20,r1c0,1,0,0.8897,1.0,0.8425,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
20,r1c1,1,1,0.9444,0.8145,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
20,r1c2,1,2,0.8092,0.8972,0.7715,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
20,r2c0,2,0,0.0391,0.1304,0.0,skip,default_skip,0,1440,1280,2160,0.0
20,r2c1,2,1,0.2318,0.2766,0.2125,skip,default_skip,1280,1440,2560,2160,0.0
20,r2c2,2,2,0.1691,0.4698,0.0402,skip,default_skip,2560,1440,3840,2160,0.0
21,r0c0,0,0,0.0162,0.0,0.0232,skip,default_skip,0,0,1280,720,0.0
21,r0c1,0,1,0.4287,0.3494,0.4627,skip,default_skip,1280,0,2560,720,0.0
21,r0c2,0,2,0.5346,0.7915,0.4244,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
21,r1c0,1,0,0.8956,1.0,0.8508,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
21,r1c1,1,1,0.9411,0.8035,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
21,r1c2,1,2,0.826,0.9053,0.7921,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
21,r2c0,2,0,0.0364,0.1213,0.0,skip,default_skip,0,1440,1280,2160,0.0
21,r2c1,2,1,0.2314,0.2651,0.2169,skip,default_skip,1280,1440,2560,2160,0.0
21,r2c2,2,2,0.1549,0.4448,0.0307,skip,default_skip,2560,1440,3840,2160,0.0
22,r0c0,0,0,0.0174,0.0,0.0249,skip,default_skip,0,0,1280,720,0.0
22,r0c1,0,1,0.4307,0.3503,0.4652,detect,motion_region_detect,1280,0,2560,720,0.0
22,r0c2,0,2,0.5415,0.8073,0.4276,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
22,r1c0,1,0,0.9006,1.0,0.858,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
22,r1c1,1,1,0.9413,0.8043,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
22,r1c2,1,2,0.8258,0.8993,0.7943,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
22,r2c0,2,0,0.0395,0.1317,0.0,skip,default_skip,0,1440,1280,2160,0.0
22,r2c1,2,1,0.2353,0.27,0.2204,skip,default_skip,1280,1440,2560,2160,0.0
22,r2c2,2,2,0.1611,0.4607,0.0328,skip,default_skip,2560,1440,3840,2160,0.0
23,r0c0,0,0,0.0143,0.0,0.0205,skip,default_skip,0,0,1280,720,0.0
23,r0c1,0,1,0.4282,0.3549,0.4597,detect,recent_detection_keep_alive,1280,0,2560,720,1.0
23,r0c2,0,2,0.5414,0.8239,0.4204,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
23,r1c0,1,0,0.8946,1.0,0.8495,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
23,r1c1,1,1,0.9437,0.8125,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
23,r1c2,1,2,0.8309,0.9201,0.7927,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
23,r2c0,2,0,0.0396,0.1321,0.0,skip,default_skip,0,1440,1280,2160,0.0
23,r2c1,2,1,0.2365,0.2736,0.2206,skip,default_skip,1280,1440,2560,2160,0.0
23,r2c2,2,2,0.1645,0.4772,0.0305,skip,default_skip,2560,1440,3840,2160,0.0
24,r0c0,0,0,0.0158,0.0,0.0226,skip,default_skip,0,0,1280,720,0.0
24,r0c1,0,1,0.4321,0.3555,0.465,detect,recent_detection_keep_alive,1280,0,2560,720,1.0
24,r0c2,0,2,0.552,0.8315,0.4322,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
24,r1c0,1,0,0.9041,1.0,0.8629,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
24,r1c1,1,1,0.947,0.8234,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
24,r1c2,1,2,0.8466,0.9348,0.8088,detect,recent_detection_keep_alive,2560,720,3840,1440,1.0
24,r2c0,2,0,0.0378,0.1259,0.0,skip,default_skip,0,1440,1280,2160,0.0
24,r2c1,2,1,0.2418,0.2713,0.2292,skip,default_skip,1280,1440,2560,2160,0.0
24,r2c2,2,2,0.1644,0.4695,0.0336,skip,default_skip,2560,1440,3840,2160,0.0
25,r0c0,0,0,0.0144,0.0,0.0206,skip,default_skip,0,0,1280,720,0.0
25,r0c1,0,1,0.4522,0.3627,0.4905,detect,recent_detection_keep_alive,1280,0,2560,720,1.0
25,r0c2,0,2,0.557,0.8293,0.4404,detect,recent_detection_keep_alive,2560,0,3840,720,1.0
25,r1c0,1,0,0.8935,1.0,0.8479,detect,recent_detection_keep_alive,0,720,1280,1440,1.0
25,r1c1,1,1,0.9454,0.8179,1.0,detect,recent_detection_keep_alive,1280,720,2560,1440,1.0
