source,frames,device,grid,reference_imgsz,tile_imgsz,full_frame_avg_latency_ms,uniform_tiled_avg_latency_ms,spatial_dsl_tiled_avg_latency_ms,spatial_vs_uniform_tiled_speedup_percent,spatial_vs_full_frame_speedup_percent,full_frame_avg_detections,uniform_tiled_avg_detections,spatial_dsl_avg_detections,full_frame_mean_confidence,uniform_tiled_mean_confidence,spatial_dsl_mean_confidence,uniform_tiled_detection_recovery,spatial_dsl_detection_recovery,spatial_reference_coverage,spatial_avg_selected_blocks
videos/dashcam_footage.mp4,50,NVIDIA GeForce RTX 3090,3x3,640,320,19.74,54.54,50.11,8.13,-153.84,3.50,8.72,6.12,0.4852,0.4839,0.5325,0.8770,0.7658,0.8508,2.82
