source,frames,device,grid,reference_imgsz,tile_imgsz,full_frame_avg_latency_ms,uniform_tiled_avg_latency_ms,spatial_dsl_tiled_avg_latency_ms,spatial_vs_uniform_tiled_speedup_percent,spatial_vs_full_frame_speedup_percent,full_frame_avg_detections,uniform_tiled_avg_detections,spatial_dsl_avg_detections,full_frame_mean_confidence,uniform_tiled_mean_confidence,spatial_dsl_mean_confidence,uniform_tiled_detection_recovery,spatial_dsl_detection_recovery,spatial_reference_coverage,spatial_avg_selected_blocks
videos/sample2.mp4,50,NVIDIA GeForce RTX 3090,3x3,640,960,15.65,71.93,71.49,0.60,-356.87,23.32,101.38,88.26,0.4987,0.6452,0.6523,0.9165,0.7538,0.7565,4.56
